Region,Constituency,Station,Registered,UDP,NPP,NUP,PDOIS,GDC,INDP,LEAVE_BLANK
Kerewan,Sabach Sanjal,Sinchu Palen Bantaba,221,0,0,0,0,0,0,
Kerewan,Upper Nuimi,Albreda School,880,0,0,0,0,0,0,
Kerewan,Upper Nuimi,Aljamdu Bantaba,522,0,0,0,0,0,0,
Kerewan,Upper Nuimi,Bakalar Medina Bantaba,1172,0,0,0,0,0,0,
Kerewan,Upper Nuimi,Biran Kanni Bantaba,683,0,0,0,0,0,0,
Kerewan,Upper Nuimi,Chilla Health Centre,1242,0,0,0,0,0,0,
Kerewan,Upper Nuimi,Darusalam Bantaba,532,0,0,0,0,0,0,
Kerewan,Upper Nuimi,Fass Omar Saho  Health Centre,2254,0,0,0,0,0,0,
Kerewan,Upper Nuimi,Jurunku Bantaba,459,0,0,0,0,0,0,
Kerewan,Upper Nuimi,Kabakoto Bantaba,780,0,0,0,0,0,0,
Kerewan,Upper Nuimi,Kerr Chebo Jallow (Kayal) Bantaba,626,0,0,0,0,0,0,
Kerewan,Upper Nuimi,Lamin School,1121,0,0,0,0,0,0,
Kerewan,Upper Nuimi,Madina Sidiya Bantaba,1037,0,0,0,0,0,0,
Kerewan,Upper Nuimi,Medina Bafuloto Market,812,0,0,0,0,0,0,
Kerewan,Upper Nuimi,Pakau Ba (Pakau Njogu) Health Centre,1240,0,0,0,0,0,0,
Kerewan,Upper Nuimi,Passy Bantaba,489,0,0,0,0,0,0,
Kerewan,Upper Nuimi,Prince Bantaba,356,0,0,0,0,0,0,
Kerewan,Upper Nuimi,Sami Koto Seed Store,463,0,0,0,0,0,0,
Kerewan,Upper Nuimi,Sika Health Centre,586,0,0,0,0,0,0,
Kerewan,Upper Nuimi,Sitanunku Bantaba,1089,0,0,0,0,0,0,
Mansakonko,Jarra Central,Buiba,607,0,0,0,0,0,0,
Mansakonko,Jarra Central,Diganteh,1098,0,0,0,0,0,0,
Mansakonko,Jarra Central,Foroyaa Fula,521,0,0,0,0,0,0,
Mansakonko,Jarra Central,Jalambereh,1349,0,0,0,0,0,0,
Mansakonko,Jarra Central,Japinneh  Tembeto,623,0,0,0,0,0,0,
Mansakonko,Jarra Central,Japinneh Marikoto,902,0,0,0,0,0,0,
Mansakonko,Jarra Central,Naneko,509,0,0,0,0,0,0,
Mansakonko,Jarra Central,Wellingara. (Sita Huma),372,0,0,0,0,0,0,
Mansakonko,Jarra East,Barrow Kunda,551,0,0,0,0,0,0,
Mansakonko,Jarra East,Barrow Kunda Suwareh Kunda,779,0,0,0,0,0,0,
Mansakonko,Jarra East,Bureng,1003,0,0,0,0,0,0,
Mansakonko,Jarra East,Darsilameh,404,0,0,0,0,0,0,
Mansakonko,Jarra East,Dingirai,1025,0,0,0,0,0,0,
Mansakonko,Jarra East,Dongoroba,1266,0,0,0,0,0,0,
Mansakonko,Jarra East,Jasong,719,0,0,0,0,0,0,
Mansakonko,Jarra East,Madina,487,0,0,0,0,0,0,
Mansakonko,Jarra East,Nyawurulung,850,0,0,0,0,0,0,
Mansakonko,Jarra East,Pakaliba,811,0,0,0,0,0,0,
Mansakonko,Jarra East,Sukuta,369,0,0,0,0,0,0,
Mansakonko,Jarra East,Sutukung,908,0,0,0,0,0,0,
Mansakonko,Jarra East,Wellingara Ba,1824,0,0,0,0,0,0,
Mansakonko,Jarra West,Diganteh,1081,0,0,0,0,0,0,
Mansakonko,Jarra West,Fonkoi Kunda,269,0,0,0,0,0,0,
Mansakonko,Jarra West,Jabisa,164,0,0,0,0,0,0,
Mansakonko,Jarra West,Jenoi,579,0,0,0,0,0,0,
Mansakonko,Jarra West,Kanikunda,733,0,0,0,0,0,0,
Mansakonko,Jarra West,Karantaba,879,0,0,0,0,0,0,
Mansakonko,Jarra West,Missera,1510,0,0,0,0,0,0,
Mansakonko,Jarra West,Pakalinding,1068,0,0,0,0,0,0,
Mansakonko,Jarra West,Sankwia,893,0,0,0,0,0,0,
Mansakonko,Jarra West,Sare Saidy,255,0,0,0,0,0,0,
Mansakonko,Jarra West,Seno Bajonki,822,0,0,0,0,0,0,
Mansakonko,Jarra West,Si-Kunda,650,0,0,0,0,0,0,
Mansakonko,Jarra West,Soma  Angalfuta,1192,0,0,0,0,0,0,
Mansakonko,Jarra West,Soma Misera,1260,0,0,0,0,0,0,
Mansakonko,Jarra West,Soma New Town,1168,0,0,0,0,0,0,
Mansakonko,Jarra West,Soma Sateba,1327,0,0,0,0,0,0,
Mansakonko,Jarra West,Toniataba,1195,0,0,0,0,0,0,
Mansakonko,Kiang Central,Jiroff,543,0,0,0,0,0,0,
Mansakonko,Kiang Central,Kwinella. Nya Kunda,908,0,0,0,0,0,0,
Mansakonko,Kiang Central,Kwinella. Sansang Kono,771,0,0,0,0,0,0,
Mansakonko,Kiang Central,Madina Angalleh,1445,0,0,0,0,0,0,
Mansakonko,Kiang Central,Nema,1203,0,0,0,0,0,0,
Mansakonko,Kiang Central,Nema Kuta,398,0,0,0,0,0,0,
Mansakonko,Kiang Central,Sare Sarjo,520,0,0,0,0,0,0,
Mansakonko,Kiang Central,Sibito,760,0,0,0,0,0,0,
Mansakonko,Kiang Central,Wurokang,452,0,0,0,0,0,0,
Mansakonko,Kiang East,Geniere,539,0,0,0,0,0,0,
Mansakonko,Kiang East,Jomarr,307,0,0,0,0,0,0,
Mansakonko,Kiang East,Kaiaf,1230,0,0,0,0,0,0,
Mansakonko,Kiang East,Kolior,520,0,0,0,0,0,0,
Mansakonko,Kiang East,Madina Sinchu,1008,0,0,0,0,0,0,
Mansakonko,Kiang East,Massembeh,614,0,0,0,0,0,0,
Mansakonko,Kiang East,Njolofen,523,0,0,0,0,0,0,
Mansakonko,Kiang East,Toranka Bantang,312,0,0,0,0,0,0,
Mansakonko,Kiang West,Batelling,270,0,0,0,0,0,0,
Mansakonko,Kiang West,Burong,607,0,0,0,0,0,0,
Mansakonko,Kiang West,Dumbutu,532,0,0,0,0,0,0,
Mansakonko,Kiang West,Jali,789,0,0,0,0,0,0,
Mansakonko,Kiang West,Janneh Kunda,381,0,0,0,0,0,0,
Mansakonko,Kiang West,Jattaba,738,0,0,0,0,0,0,
Mansakonko,Kiang West,Jiffarong,1266,0,0,0,0,0,0,
Mansakonko,Kiang West,Jissay,133,0,0,0,0,0,0,
Mansakonko,Kiang West,Joli,311,0,0,0,0,0,0,
Mansakonko,Kiang West,Kantong Kunda,351,0,0,0,0,0,0,
Mansakonko,Kiang West,Karantaba,774,0,0,0,0,0,0,
Mansakonko,Kiang West,Kemoto,121,0,0,0,0,0,0,
Mansakonko,Kiang West,Keneba,1004,0,0,0,0,0,0,
Mansakonko,Kiang West,Kuli Kunda,494,0,0,0,0,0,0,
Mansakonko,Kiang West,Manduar,511,0,0,0,0,0,0,
Mansakonko,Kiang West,Nioro Jattaba,1193,0,0,0,0,0,0,
Mansakonko,Kiang West,Sankandi,367,0,0,0,0,0,0,
Mansakonko,Kiang West,Tankular,539,0,0,0,0,0,0,
