Region,Constituency,Stations,Centers,Code,UDP,NPP,NUP,PDOIS,GDC,INDP,LEAVE_BLANK
BASSE,WULLI EAST,BAJA KUNDA,BAJA KUNDA 5,707023,0,0,0,0,0,0,
BASSE,WULLI EAST,BAJA KUNDA,BAJA KUNDA 6,707024,0,0,0,0,0,0,
BASSE,WULLI EAST,BORO KANDA KASSEH,BORO KANDA KASSEH 1,707031,0,0,0,0,0,0,
BASSE,WULLI EAST,BORO KANDA KASSEH,BORO KANDA KASSEH 2,707032,0,0,0,0,0,0,
BASSE,WULLI EAST,SUTOKOBA,SUTOKOBA 1,707041,0,0,0,0,0,0,
BASSE,WULLI EAST,SUTOKOBA,SUTOKOBA 2,707042,0,0,0,0,0,0,
BASSE,WULLI EAST,SUTOKOBA,SUTOKOBA 3,707043,0,0,0,0,0,0,
BASSE,WULLI EAST,BRIFU,BRIFU,707051,0,0,0,0,0,0,
BASSE,WULLI EAST,FODAY KUNDA,FODAY KUNDA,707061,0,0,0,0,0,0,
BASSE,WULLI EAST,PASSAMAS MANDINKA,PASSAMAS MANDINKA 1,707071,0,0,0,0,0,0,
BASSE,WULLI EAST,PASSAMAS MANDINKA,PASSAMAS MANDINKA 2,707072,0,0,0,0,0,0,
BASSE,WULLI EAST,SAKOLEY KUNDA,SAKOLEY KUNDA,707081,0,0,0,0,0,0,
BASSE,WULLI EAST,SARE BOHUM,SARE BOHUM 1,707091,0,0,0,0,0,0,
BASSE,WULLI EAST,SARE BOHUM,SARE BOHUM 2,707092,0,0,0,0,0,0,
BASSE,WULLI EAST,MACCA MASIREH,MACCA MASIREH,707101,0,0,0,0,0,0,
BASSE,WULLI EAST,GUNJUR KOTO,GUNJUR KOTO,707111,0,0,0,0,0,0,
BASSE,WULLI EAST,MUREH KUNDA,MUREH KUNDA,707121,0,0,0,0,0,0,
BASSE,WULLI EAST,WELLINGARA YAREH,WELLINGARA YAREH,707131,0,0,0,0,0,0,
