Region,Constituency,Stations,Centers,Code,UDP,NPP,NUP,PDOIS,GDC,INDP,LEAVE_BLANK
JANJANBUREH,UPPER FULLADU WEST,BANSANG B,BANSANG B 1,606271,0,0,0,0,0,0,
JANJANBUREH,UPPER FULLADU WEST,BANSANG B,BANSANG B 2,606272,0,0,0,0,0,0,
JANJANBUREH,UPPER FULLADU WEST,BANSANG B,BANSANG B3,606273,0,0,0,0,0,0,
JANJANBUREH,LOWER SALOUM,BALLANGHAR JALATO,BALLANGHAR JALATO,607011,0,0,0,0,0,0,
JANJANBUREH,LOWER SALOUM,BALLANGHAR.KERR NDERRI,BALLANGHAR.KERR NDERRI 1,607021,0,0,0,0,0,0,
JANJANBUREH,LOWER SALOUM,BALLANGHAR.KERR NDERRI,BALLANGHAR.KERR NDERRI 2,607022,0,0,0,0,0,0,
JANJANBUREH,LOWER SALOUM,BALLANGHAR KERR LAYIN.,BALLANGHAR KERR LAYIN. 1,607031,0,0,0,0,0,0,
JANJANBUREH,LOWER SALOUM,BALLANGHAR KERR LAYIN.,BALLANGHAR KERR LAYIN. 2,607032,0,0,0,0,0,0,
JANJANBUREH,LOWER SALOUM,JAHOUR MANDINKA,JAHOUR MANDINKA,607041,0,0,0,0,0,0,
JANJANBUREH,LOWER SALOUM,GENGI WOLLOF,GENGI WOLLOF 1,607051,0,0,0,0,0,0,
JANJANBUREH,LOWER SALOUM,GENGI WOLLOF,GENGI WOLLOF 2,607052,0,0,0,0,0,0,
JANJANBUREH,LOWER SALOUM,JIMBALA FELUNGO,JIMBALA FELUNGO 1,607061,0,0,0,0,0,0,
JANJANBUREH,LOWER SALOUM,JIMBALA FELUNGO,JIMBALA FELUNGO 2,607062,0,0,0,0,0,0,
JANJANBUREH,LOWER SALOUM,SIMBARA KHAI,SIMBARA KHAI,607071,0,0,0,0,0,0,
JANJANBUREH,LOWER SALOUM,KAUR JANNEH KUNDA,KAUR JANNEH KUNDA 1,607081,0,0,0,0,0,0,
JANJANBUREH,LOWER SALOUM,KAUR JANNEH KUNDA,KAUR JANNEH KUNDA 2,607082,0,0,0,0,0,0,
JANJANBUREH,LOWER SALOUM,KAUR WHARF TOWN,KAUR WHARF TOWN 1,607091,0,0,0,0,0,0,
JANJANBUREH,LOWER SALOUM,KAUR WHARF TOWN,KAUR WHARF TOWN 2,607092,0,0,0,0,0,0,
JANJANBUREH,LOWER SALOUM,KAUR WHARF TOWN,KAUR WHARF TOWN 2,607093,0,0,0,0,0,0,
JANJANBUREH,UPPER SALOUM,JARENG MADI JAMA (JARENG MODOU WARR),JARENG MADI JAMA (JARENG MODOU WARR) 1,608011,0,0,0,0,0,0,
JANJANBUREH,UPPER SALOUM,JARENG MADI JAMA (JARENG MODOU WARR),JARENG MADI JAMA (JARENG MODOU WARR) 2,608012,0,0,0,0,0,0,
JANJANBUREH,UPPER SALOUM,KERR AULDI,KERR AULDI 1,608021,0,0,0,0,0,0,
JANJANBUREH,UPPER SALOUM,KERR AULDI,KERR AULDI 2,608022,0,0,0,0,0,0,
JANJANBUREH,UPPER SALOUM,BANTANTO EBRIMA KAH (KERR SULAY),BANTANTO EBRIMA KAH (KERR SULAY),608031,0,0,0,0,0,0,
JANJANBUREH,UPPER SALOUM,BANTANTO KERR LAYE,BANTANTO KERR LAYE,608041,0,0,0,0,0,0,
JANJANBUREH,UPPER SALOUM,BATTI NDARR,BATTI NDARR 1,608051,0,0,0,0,0,0,
JANJANBUREH,UPPER SALOUM,BATTI NDARR,BATTI NDARR 2,608052,0,0,0,0,0,0,
JANJANBUREH,UPPER SALOUM,NJAU,NJAU,608061,0,0,0,0,0,0,
JANJANBUREH,UPPER SALOUM,PANCHANG,PANCHANG 1,608071,0,0,0,0,0,0,
JANJANBUREH,UPPER SALOUM,PANCHANG,PANCHANG 2,608072,0,0,0,0,0,0,
JANJANBUREH,UPPER SALOUM,FASS,FASS 1,608081,0,0,0,0,0,0,
JANJANBUREH,UPPER SALOUM,FASS,FASS 2,608082,0,0,0,0,0,0,
JANJANBUREH,UPPER SALOUM,NOIRO TUKULOR,NOIRO TUKULOR 1,608091,0,0,0,0,0,0,
JANJANBUREH,UPPER SALOUM,NOIRO TUKULOR,NOIRO TUKULOR 2,608092,0,0,0,0,0,0,
JANJANBUREH,NIANIJA,CHAMEN,CHAMEN 1,609011,0,0,0,0,0,0,
JANJANBUREH,NIANIJA,CHAMEN,CHAMEN 2,609012,0,0,0,0,0,0,
JANJANBUREH,NIANIJA,CHAMEN,CHAMEN 3,609013,0,0,0,0,0,0,
JANJANBUREH,NIANIJA,PALAEILI,PALAEILI,609021,0,0,0,0,0,0,
JANJANBUREH,NIANIJA,KERR JEBEL,KERR JEBEL,609031,0,0,0,0,0,0,
JANJANBUREH,NIANIJA,BUDUCK,BUDUCK 1,609041,0,0,0,0,0,0,
JANJANBUREH,NIANIJA,BUDUCK,BUDUCK 2,609042,0,0,0,0,0,0,
JANJANBUREH,NIANIJA,BAKADAGI,BAKADAGI,609051,0,0,0,0,0,0,
JANJANBUREH,NIANI,SAFALU,SAFALU,610011,0,0,0,0,0,0,
JANJANBUREH,NIANI,NYANGA BANTANG,NYANGA BANTANG 1,610021,0,0,0,0,0,0,
JANJANBUREH,NIANI,NYANGA BANTANG,NYANGA BANTANG 2,610022,0,0,0,0,0,0,
JANJANBUREH,NIANI,NYANGA BANTANG,NYANGA BANTANG 3,610023,0,0,0,0,0,0,
JANJANBUREH,NIANI,KASS WOLLOF,KASS WOLLOF 1,610031,0,0,0,0,0,0,
JANJANBUREH,NIANI,KASS WOLLOF,KASS WOLLOF 2,610032,0,0,0,0,0,0,
JANJANBUREH,NIANI,DINGIRAI,DINGIRAI 1,610041,0,0,0,0,0,0,
JANJANBUREH,NIANI,DINGIRAI,DINGIRAI 2,610042,0,0,0,0,0,0,
JANJANBUREH,NIANI,JOCKUL NDOWEN (NODWEN ANGALLEH),JOCKUL NDOWEN (NODWEN ANGALLEH) 1,610051,0,0,0,0,0,0,
JANJANBUREH,NIANI,JOCKUL NDOWEN (NODWEN ANGALLEH),JOCKUL NDOWEN (NODWEN ANGALLEH) 2,610052,0,0,0,0,0,0,
JANJANBUREH,NIANI,WASSU,WASSU 1,610061,0,0,0,0,0,0,
JANJANBUREH,NIANI,WASSU,WASSU 2,610062,0,0,0,0,0,0,
JANJANBUREH,NIANI,WASSU,WASSU 3,610063,0,0,0,0,0,0,
JANJANBUREH,NIANI,GINGORY MUSTAPHA,GINGORY MUSTAPHA 1,610071,0,0,0,0,0,0,
JANJANBUREH,NIANI,GINGORY MUSTAPHA,GINGORY MUSTAPHA 2,610072,0,0,0,0,0,0,
JANJANBUREH,NIANI,MBAYEN WOLLOF,MBAYEN WOLLOF,610081,0,0,0,0,0,0,
JANJANBUREH,NIANI,KATABA ALH. OMAR,KATABA ALH. OMAR 1,610091,0,0,0,0,0,0,
JANJANBUREH,NIANI,KATABA ALH. OMAR,KATABA ALH. OMAR 2,610092,0,0,0,0,0,0,
JANJANBUREH,NIANI,KUNTAUR WHARF TOWN,KUNTAUR WHARF TOWN,610101,0,0,0,0,0,0,
JANJANBUREH,NIANI,SUKUTA,SUKUTA 1,610111,0,0,0,0,0,0,
JANJANBUREH,NIANI,SUKUTA,SUKUTA 2,610112,0,0,0,0,0,0,
JANJANBUREH,NIANI,JAKABA,JAKABA 1,610121,0,0,0,0,0,0,
JANJANBUREH,NIANI,JAKABA,JAKABA 2,610122,0,0,0,0,0,0,
JANJANBUREH,NIANI,KAYAI,KAYAI,610131,0,0,0,0,0,0,
JANJANBUREH,NIANI,SAIT MARAM,SAIT MARAM 1,610141,0,0,0,0,0,0,
JANJANBUREH,NIANI,SAIT MARAM,SAIT MARAM 2,610142,0,0,0,0,0,0,
JANJANBUREH,SAMI,JARUMEH KOTO,JARUMEH KOTO 1,611011,0,0,0,0,0,0,
JANJANBUREH,SAMI,JARUMEH KOTO,JARUMEH KOTO 2,611012,0,0,0,0,0,0,
JANJANBUREH,SAMI,JAMALI GANYADO,JAMALI GANYADO,611021,0,0,0,0,0,0,
JANJANBUREH,SAMI,LAMIN KOTO,LAMIN KOTO,611031,0,0,0,0,0,0,
JANJANBUREH,SAMI,BANNI,BANNI,611041,0,0,0,0,0,0,
JANJANBUREH,SAMI,KIBIRI,KIBIRI,611051,0,0,0,0,0,0,
JANJANBUREH,SAMI,YORNA MUSA,YORNA MUSA,611061,0,0,0,0,0,0,
JANJANBUREH,SAMI,KUNTING,KUNTING 1,611071,0,0,0,0,0,0,
JANJANBUREH,SAMI,KUNTING,KUNTING 2,611072,0,0,0,0,0,0,
JANJANBUREH,SAMI,DOBO,DOBO 1,611081,0,0,0,0,0,0,
JANJANBUREH,SAMI,DOBO,DOBO 2,611082,0,0,0,0,0,0,
JANJANBUREH,SAMI,CHANGAI WOLLOF,CHANGAI WOLLOF 1,611091,0,0,0,0,0,0,
JANJANBUREH,SAMI,CHANGAI WOLLOF,CHANGAI WOLLOF 2,611092,0,0,0,0,0,0,
JANJANBUREH,SAMI,TABANANI,TABANANI,611101,0,0,0,0,0,0,
JANJANBUREH,SAMI,RANEROU SAMBA NGAI,RANEROU SAMBA NGAI,611111,0,0,0,0,0,0,
JANJANBUREH,SAMI,SAMI NJALAL SAMBA (TORO),SAMI NJALAL SAMBA (TORO),611121,0,0,0,0,0,0,
JANJANBUREH,SAMI,SAMI PACHONKI,SAMI PACHONKI 1,611131,0,0,0,0,0,0,
JANJANBUREH,SAMI,SAMI PACHONKI,SAMI PACHONKI 2,611132,0,0,0,0,0,0,
JANJANBUREH,SAMI,SAMI MEDINA,SAMI MEDINA 1,611141,0,0,0,0,0,0,
JANJANBUREH,SAMI,SAMI MEDINA,SAMI MEDINA 2,611142,0,0,0,0,0,0,
JANJANBUREH,SAMI,KARANTABA,KARANTABA 1,611151,0,0,0,0,0,0,
JANJANBUREH,SAMI,KARANTABA,KARANTABA 2,611152,0,0,0,0,0,0,
JANJANBUREH,SAMI,TANDI MANDINKA,TANDI MANDINKA,611161,0,0,0,0,0,0,
JANJANBUREH,SAMI,BAYA BA (BAYA EDI BAH),BAYA BA (BAYA EDI BAH) 1,611171,0,0,0,0,0,0,
JANJANBUREH,SAMI,BAYA BA (BAYA EDI BAH),BAYA BA (BAYA EDI BAH) 2,611172,0,0,0,0,0,0,
BASSE,JIMARA,SARE BOJO (NGAMANA),SARE BOJO (NGAMANA) 1,701011,0,0,0,0,0,0,
BASSE,JIMARA,SARE BOJO (NGAMANA),SARE BOJO (NGAMANA) 2,701012,0,0,0,0,0,0,
BASSE,JIMARA,SARE BOJO (NGAMANA),SARE BOJO (NGAMANA) 3,701013,0,0,0,0,0,0,
BASSE,JIMARA,BANTANKORE (SANDI KUNDA),BANTANKORE (SANDI KUNDA),701021,0,0,0,0,0,0,
BASSE,JIMARA,KORO JULA KUNDA,KORO JULA KUNDA,701031,0,0,0,0,0,0,
BASSE,JIMARA,MANKAMANG KUNDA,MANKAMANG KUNDA,701041,0,0,0,0,0,0,
BASSE,JIMARA,SARE NJOBO,SARE NJOBO 1,701051,0,0,0,0,0,0,
BASSE,JIMARA,SARE NJOBO,SARE NJOBO 2,701052,0,0,0,0,0,0,
BASSE,JIMARA,JULANGEL,JULANGEL 1,701061,0,0,0,0,0,0,
BASSE,JIMARA,JULANGEL,JULANGEL 2,701062,0,0,0,0,0,0,
BASSE,JIMARA,SARE WOLLOM,SARE WOLLOM,701071,0,0,0,0,0,0,
BASSE,JIMARA,TABAJANG,TABAJANG,701081,0,0,0,0,0,0,
BASSE,JIMARA,FATAKO,FATAKO,701091,0,0,0,0,0,0,
BASSE,JIMARA,KOSSEMAR TENDA,KOSSEMAR TENDA,701101,0,0,0,0,0,0,
BASSE,JIMARA,BAKADAJI,BAKADAJI 1,701111,0,0,0,0,0,0,
BASSE,JIMARA,BAKADAJI,BAKADAJI 2,701112,0,0,0,0,0,0,
BASSE,JIMARA,HELLA KUNDA,HELLA KUNDA,701121,0,0,0,0,0,0,
BASSE,JIMARA,MEDINA SAMBA SOWE,MEDINA SAMBA SOWE,701131,0,0,0,0,0,0,
BASSE,JIMARA,SARE JAWBEH,SARE JAWBEH,701141,0,0,0,0,0,0,
BASSE,JIMARA,GAMBISARA,GAMBISARA 1,701151,0,0,0,0,0,0,
BASSE,JIMARA,GAMBISARA,GAMBISARA 2,701152,0,0,0,0,0,0,
BASSE,JIMARA,GAMBISARA,GAMBISARA 3,701153,0,0,0,0,0,0,
BASSE,JIMARA,GAMBISARA,GAMBISARA 4,701154,0,0,0,0,0,0,
BASSE,JIMARA,GAMBISARA,GAMBISARA 5,701155,0,0,0,0,0,0,
BASSE,JIMARA,GAMBISARA,GAMBISARA 6,701156,0,0,0,0,0,0,
BASSE,JIMARA,GAMBISARA,GAMBISARA 7,701157,0,0,0,0,0,0,
BASSE,JIMARA,GAMBISARA,GAMBISARA 8,701158,0,0,0,0,0,0,
BASSE,JIMARA,DEMBA KUNDA BAHAWA,DEMBA KUNDA BAHAWA 1,701161,0,0,0,0,0,0,
BASSE,JIMARA,DEMBA KUNDA BAHAWA,DEMBA KUNDA BAHAWA 2,701162,0,0,0,0,0,0,
BASSE,JIMARA,DEMBA KUNDA MORIBUGU,DEMBA KUNDA MORIBUGU 1,701171,0,0,0,0,0,0,
BASSE,JIMARA,DEMBA KUNDA MORIBUGU,DEMBA KUNDA MORIBUGU 2,701172,0,0,0,0,0,0,
BASSE,JIMARA,DEMBA KUNDA MORIBUGU,DEMBA KUNDA MORIBUGU 3,701173,0,0,0,0,0,0,
BASSE,JIMARA,NUMUYEL,NUMUYEL 1,701181,0,0,0,0,0,0,
BASSE,JIMARA,NUMUYEL,NUMUYEL 2,701182,0,0,0,0,0,0,
BASSE,JIMARA,NUMUYEL,NUMUYEL 3,701183,0,0,0,0,0,0,
BASSE,JIMARA,SOTUMA SERE,SOTUMA SERE 1,701191,0,0,0,0,0,0,
BASSE,JIMARA,SOTUMA SERE,SOTUMA SERE 2,701192,0,0,0,0,0,0,
BASSE,JIMARA,SOTUMA SERE,SOTUMA SERE 3,701193,0,0,0,0,0,0,
BASSE,BASSE,KANUBE,KANUBE,702011,0,0,0,0,0,0,
BASSE,BASSE,ALLOUNGHARE,ALLOUNGHARE 1,702021,0,0,0,0,0,0,
BASSE,BASSE,ALLOUNGHARE,ALLOUNGHARE 2,702022,0,0,0,0,0,0,
BASSE,BASSE,ALLOUNGHARE,ALLOUNGHARE 3,702023,0,0,0,0,0,0,
BASSE,BASSE,ALLOUNGHARE,ALLOUNGHARE 4,702024,0,0,0,0,0,0,
BASSE,BASSE,KOBA KUNDA,KOBA KUNDA 1,702031,0,0,0,0,0,0,
BASSE,BASSE,KOBA KUNDA,KOBA KUNDA 2,702032,0,0,0,0,0,0,
BASSE,BASSE,BASSE DUNYA CINEMA,BASSE DUNYA CINEMA 1,702041,0,0,0,0,0,0,
BASSE,BASSE,BASSE DUNYA CINEMA,BASSE DUNYA CINEMA 2,702042,0,0,0,0,0,0,
BASSE,BASSE,BASSE DUNYA CINEMA,BASSE DUNYA CINEMA 3,702043,0,0,0,0,0,0,
BASSE,BASSE,BASSE DUNYA CINEMA,BASSE DUNYA CINEMA 4,702044,0,0,0,0,0,0,
BASSE,BASSE,BASSE DUNYA CINEMA,BASSE DUNYA CINEMA 5,702045,0,0,0,0,0,0,
BASSE,BASSE,BASSE COMMUNITY CENTRE,BASSE COMMUNITY CENTRE 1,702051,0,0,0,0,0,0,
BASSE,BASSE,BASSE COMMUNITY CENTRE,BASSE COMMUNITY CENTRE 2,702052,0,0,0,0,0,0,
BASSE,BASSE,MANNEH KUNDA,MANNEH KUNDA 1,702061,0,0,0,0,0,0,
BASSE,BASSE,MANNEH KUNDA,MANNEH KUNDA 2,702062,0,0,0,0,0,0,
BASSE,BASSE,KABAKAMA,KABAKAMA 1,702071,0,0,0,0,0,0,
BASSE,BASSE,KABAKAMA,KABAKAMA 2,702072,0,0,0,0,0,0,
BASSE,BASSE,MANSAJANG KUNDA,MANSAJANG KUNDA 1,702081,0,0,0,0,0,0,
BASSE,BASSE,MANSAJANG KUNDA,MANSAJANG KUNDA 2,702082,0,0,0,0,0,0,
BASSE,BASSE,GIROBA KUNDA,GIROBA KUNDA 1,702091,0,0,0,0,0,0,
BASSE,BASSE,GIROBA KUNDA,GIROBA KUNDA 2,702092,0,0,0,0,0,0,
BASSE,BASSE,SARE MUSA,SARE MUSA,702101,0,0,0,0,0,0,
BASSE,BASSE,SABI,SABI 1,702111,0,0,0,0,0,0,
BASSE,BASSE,SABI,SABI 2,702112,0,0,0,0,0,0,
BASSE,BASSE,SABI,SABI 3,702113,0,0,0,0,0,0,
BASSE,BASSE,SABI,SABI 4,702114,0,0,0,0,0,0,
BASSE,BASSE,SABI,SABI 5,702115,0,0,0,0,0,0,
BASSE,BASSE,FASS BAJONG,FASS BAJONG 1,702121,0,0,0,0,0,0,
BASSE,BASSE,FASS BAJONG,FASS BAJONG 2,702122,0,0,0,0,0,0,
BASSE,BASSE,BANIKO KEKORO,BANIKO KEKORO 1,702131,0,0,0,0,0,0,
BASSE,BASSE,BANIKO KEKORO,BANIKO KEKORO 2,702132,0,0,0,0,0,0,
BASSE,BASSE,BANIKO KEKORO,BANIKO KEKORO 3,702133,0,0,0,0,0,0,
BASSE,BASSE,KUMBIJA,KUMBIJA 1,702141,0,0,0,0,0,0,
BASSE,BASSE,KUMBIJA,KUMBIJA 2,702142,0,0,0,0,0,0,
BASSE,TUMANA,TAMBASANSANG,TAMBASANSANG,703011,0,0,0,0,0,0,
BASSE,TUMANA,DAMPHA KUNDA,DAMPHA KUNDA 1,703021,0,0,0,0,0,0,
BASSE,TUMANA,DAMPHA KUNDA,DAMPHA KUNDA 2,703022,0,0,0,0,0,0,
BASSE,TUMANA,DAMPHA KUNDA,DAMPHA KUNDA 3,703023,0,0,0,0,0,0,
BASSE,TUMANA,CHAMOI,CHAMOI,703031,0,0,0,0,0,0,
BASSE,TUMANA,KULKULEH,KULKULEH,703041,0,0,0,0,0,0,
BASSE,TUMANA,SANUNDING,SANUNDING 1,703051,0,0,0,0,0,0,
BASSE,TUMANA,SANUNDING,SANUNDING 2,703052,0,0,0,0,0,0,
BASSE,TUMANA,BISSANDUGU,BISSANDUGU,703061,0,0,0,0,0,0,
BASSE,TUMANA,DINGIRI,DINGIRI 1,703071,0,0,0,0,0,0,
BASSE,TUMANA,DINGIRI,DINGIRI 2,703072,0,0,0,0,0,0,
BASSE,TUMANA,DINGIRI,DINGIRI 3,703073,0,0,0,0,0,0,
BASSE,TUMANA,MEDINA SAMAKO,MEDINA SAMAKO 1,703081,0,0,0,0,0,0,
BASSE,TUMANA,MEDINA SAMAKO,MEDINA SAMAKO 2,703082,0,0,0,0,0,0,
BASSE,TUMANA,DAIBUGU BA- SILLAH,DAIBUGU BA- SILLAH,703091,0,0,0,0,0,0,
BASSE,TUMANA,SARE ALPHA,SARE ALPHA 1,703101,0,0,0,0,0,0,
BASSE,TUMANA,SARE ALPHA,SARE ALPHA 2,703102,0,0,0,0,0,0,
BASSE,TUMANA,SARE ALPHA,SARE ALPHA 3,703103,0,0,0,0,0,0,
BASSE,TUMANA,WALIBA KUNDA,WALIBA KUNDA,703111,0,0,0,0,0,0,
BASSE,TUMANA,NJAYEL,NJAYEL,703121,0,0,0,0,0,0,
BASSE,TUMANA,PERAI,PERAI,703131,0,0,0,0,0,0,
BASSE,TUMANA,BADARI,BADARI,703141,0,0,0,0,0,0,
BASSE,TUMANA,KULARI,KULARI 1,703151,0,0,0,0,0,0,
BASSE,TUMANA,KULARI,KULARI 2,703152,0,0,0,0,0,0,
BASSE,TUMANA,KULARI,KULARI 3,703153,0,0,0,0,0,0,
BASSE,TUMANA,KULARI,KULARI 4,703154,0,0,0,0,0,0,
BASSE,TUMANA,KUNDAM MA- FATTY,KUNDAM MA- FATTY 1,703161,0,0,0,0,0,0,
BASSE,TUMANA,KUNDAM MA- FATTY,KUNDAM MA- FATTY 2,703162,0,0,0,0,0,0,
BASSE,KANTORA,SUDUWOL,SUDUWOL 1,704011,0,0,0,0,0,0,
BASSE,KANTORA,SUDUWOL,SUDUWOL 2,704012,0,0,0,0,0,0,
BASSE,KANTORA,MISSERA BA MARIAMA,MISSERA BA MARIAMA 1,704021,0,0,0,0,0,0,
BASSE,KANTORA,MISSERA BA MARIAMA,MISSERA BA MARIAMA 2,704022,0,0,0,0,0,0,
BASSE,KANTORA,GAMBISARA LAMOI,GAMBISARA LAMOI 1,704031,0,0,0,0,0,0,
BASSE,KANTORA,GAMBISARA LAMOI,GAMBISARA LAMOI 2,704032,0,0,0,0,0,0,
BASSE,KANTORA,NYAMANARI,NYAMANARI 1,704041,0,0,0,0,0,0,
BASSE,KANTORA,NYAMANARI,NYAMANARI 2,704042,0,0,0,0,0,0,
BASSE,KANTORA,SONGKUNDA,SONGKUNDA 1,704051,0,0,0,0,0,0,
BASSE,KANTORA,SONGKUNDA,SONGKUNDA 1,704052,0,0,0,0,0,0,
BASSE,KANTORA,FANTUMBU,FANTUMBU,704061,0,0,0,0,0,0,
BASSE,KANTORA,BOLI BANA,BOLI BANA,704071,0,0,0,0,0,0,
BASSE,KANTORA,BRIKAMA KANTORA,BRIKAMA KANTORA,704081,0,0,0,0,0,0,
BASSE,KANTORA,GIDDA,GIDDA 1,704091,0,0,0,0,0,0,
BASSE,KANTORA,GIDDA,GIDDA 2,704092,0,0,0,0,0,0,
BASSE,KANTORA,KENEBA KANTORA,KENEBA KANTORA,704101,0,0,0,0,0,0,
BASSE,KANTORA,KOINA,KOINA 1,704111,0,0,0,0,0,0,
BASSE,KANTORA,KOINA,KOINA 2,704112,0,0,0,0,0,0,
BASSE,KANTORA,KOINA,KOINA 3,704113,0,0,0,0,0,0,
BASSE,KANTORA,KOINA,KOINA 4,704114,0,0,0,0,0,0,
BASSE,KANTORA,FATOTO,FATOTO 1,704121,0,0,0,0,0,0,
BASSE,KANTORA,FATOTO,FATOTO 2,704122,0,0,0,0,0,0,
BASSE,KANTORA,GARAWOL A,GARAWOL A 1,704131,0,0,0,0,0,0,
BASSE,KANTORA,GARAWOL A,GARAWOL A 2,704132,0,0,0,0,0,0,
BASSE,KANTORA,GARAWOL A,GARAWOL A 3,704133,0,0,0,0,0,0,
BASSE,KANTORA,GARAWOL B,GARAWOL B 1,704141,0,0,0,0,0,0,
BASSE,KANTORA,GARAWOL B,GARAWOL B 2,704142,0,0,0,0,0,0,
BASSE,KANTORA,GARAWOL B,GARAWOL B 3,704143,0,0,0,0,0,0,
BASSE,KANTORA,SABI KALILU,SABI KALILU,704151,0,0,0,0,0,0,
BASSE,KANTORA,SAMI KOTO,SAMI KOTO,704161,0,0,0,0,0,0,
BASSE,KANTORA,KEBBEH KUNDA,KEBBEH KUNDA,704171,0,0,0,0,0,0,
BASSE,KANTORA,BARAGI KUNDA,BARAGI KUNDA,704181,0,0,0,0,0,0,
BASSE,SANDU,MAMADI CEESAY KUNDA,MAMADI CEESAY KUNDA,705011,0,0,0,0,0,0,
BASSE,SANDU,NAUDE,NAUDE 1,705021,0,0,0,0,0,0,
BASSE,SANDU,NAUDE,NAUDE 2,705022,0,0,0,0,0,0,
BASSE,SANDU,NIANKUI,NIANKUI,705031,0,0,0,0,0,0,
BASSE,SANDU,KURAW ARFANG,KURAW ARFANG,705041,0,0,0,0,0,0,
BASSE,SANDU,DIABUGU BATAPA,DIABUGU BATAPA 1,705051,0,0,0,0,0,0,
BASSE,SANDU,DIABUGU BATAPA,DIABUGU BATAPA 2,705052,0,0,0,0,0,0,
BASSE,SANDU,DIABUGU BATAPA,DIABUGU BATAPA 3,705053,0,0,0,0,0,0,
BASSE,SANDU,MISSERA,MISSERA 1,705061,0,0,0,0,0,0,
BASSE,SANDU,MISSERA,MISSERA 2,705062,0,0,0,0,0,0,
BASSE,SANDU,CHANGALI LANG KADDY,CHANGALI LANG KADDY 1,705071,0,0,0,0,0,0,
BASSE,SANDU,CHANGALI LANG KADDY,CHANGALI LANG KADDY 2,705072,0,0,0,0,0,0,
BASSE,SANDU,SARE GUGU BASIROU,SARE GUGU BASIROU 1,705081,0,0,0,0,0,0,
BASSE,SANDU,SARE GUGU BASIROU,SARE GUGU BASIROU 2,705082,0,0,0,0,0,0,
BASSE,SANDU,SARE DEMBA TORO,SARE DEMBA TORO 1,705091,0,0,0,0,0,0,
BASSE,SANDU,SARE DEMBA TORO,SARE DEMBA TORO 2,705092,0,0,0,0,0,0,
BASSE,SANDU,KUWONKU,KUWONKU,705101,0,0,0,0,0,0,
BASSE,SANDU,DARSILAMEH MANDINKA,DARSILAMEH MANDINKA 1,705111,0,0,0,0,0,0,
BASSE,SANDU,DARSILAMEH MANDINKA,DARSILAMEH MANDINKA 2,705112,0,0,0,0,0,0,
BASSE,SANDU,DARSILAMEH BULEMBU,DARSILAMEH BULEMBU,705121,0,0,0,0,0,0,
BASSE,SANDU,DARSILAMEH TAKUTALA,DARSILAMEH TAKUTALA 1,705131,0,0,0,0,0,0,
BASSE,SANDU,DARSILAMEH TAKUTALA,DARSILAMEH TAKUTALA 2,705132,0,0,0,0,0,0,
BASSE,WULLI WEST,KEREWAN BADALA,KEREWAN BADALA,706011,0,0,0,0,0,0,
BASSE,WULLI WEST,KEREWAN NYAKOI,KEREWAN NYAKOI,706021,0,0,0,0,0,0,
BASSE,WULLI WEST,TAIBATOU,TAIBATOU,706031,0,0,0,0,0,0,
BASSE,WULLI WEST,MADINA KOTO,MADINA KOTO,706041,0,0,0,0,0,0,
BASSE,WULLI WEST,SUTUKONDING,SUTUKONDING 1,706051,0,0,0,0,0,0,
BASSE,WULLI WEST,SUTUKONDING,SUTUKONDING 2,706052,0,0,0,0,0,0,
BASSE,WULLI WEST,BANNI ISRAEL,BANNI ISRAEL,706061,0,0,0,0,0,0,
BASSE,WULLI WEST,PERAI MAMADI (BAJONKOTO),PERAI MAMADI (BAJONKOTO),706071,0,0,0,0,0,0,
BASSE,WULLI WEST,TUBA WULLI,TUBA WULLI,706081,0,0,0,0,0,0,
BASSE,WULLI WEST,KOLI BANTANG,KOLI BANTANG,706091,0,0,0,0,0,0,
BASSE,WULLI WEST,JAH KUNDA,JAH KUNDA,706101,0,0,0,0,0,0,
BASSE,WULLI WEST,FADIA KUNDA,FADIA KUNDA,706111,0,0,0,0,0,0,
BASSE,WULLI WEST,SARE NGAI,SARE NGAI 1,706121,0,0,0,0,0,0,
BASSE,WULLI WEST,SARE NGAI,SARE NGAI 2,706122,0,0,0,0,0,0,
BASSE,WULLI WEST,CHAMOI BUNDA,CHAMOI BUNDA 1,706131,0,0,0,0,0,0,
BASSE,WULLI WEST,CHAMOI BUNDA,CHAMOI BUNDA 2,706132,0,0,0,0,0,0,
BASSE,WULLI WEST,GUNJUR KUTA,GUNJUR KUTA 1,706141,0,0,0,0,0,0,
BASSE,WULLI WEST,GUNJUR KUTA,GUNJUR KUTA 2,706142,0,0,0,0,0,0,
BASSE,WULLI WEST,BARROW KUNDA,BARROW KUNDA 1,706151,0,0,0,0,0,0,
BASSE,WULLI WEST,BARROW KUNDA,BARROW KUNDA 2,706152,0,0,0,0,0,0,
BASSE,WULLI WEST,LIMBAMBULU YAMADOU,LIMBAMBULU YAMADOU,706161,0,0,0,0,0,0,
BASSE,WULLI EAST,BANTUNDING,BANTUNDING 1,707011,0,0,0,0,0,0,
BASSE,WULLI EAST,BANTUNDING,BANTUNDING 2,707012,0,0,0,0,0,0,
BASSE,WULLI EAST,BAJA KUNDA,BAJA KUNDA 3,707021,0,0,0,0,0,0,
BASSE,WULLI EAST,BAJA KUNDA,BAJA KUNDA 4,707022,0,0,0,0,0,0,
